ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS109_1R,PS109_1A,PS109_1M,PS109_1S,PS7
2019,"000801201",4,8,12,1,1,3,1,2,2
2019,"000803701",4,8,37,1,1,4,1,2,1
2019,"000805501",4,8,55,1,1,5,1,1,1
2019,"000805501",5,8,55,1,1,3,1,1,2
2019,"000805501",6,8,55,1,1,2,1,1,3
2019,"000805501",7,8,55,1,1,1,1,2,4
2019,"000806301",5,8,63,1,1,5,1,1,1
2019,"000806301",6,8,63,1,1,4,1,1,2
2019,"000806301",7,8,63,1,1,1,1,2,3
2019,"000808601",3,8,86,1,1,1,1,2,1
2019,"000808701",2,8,87,1,1,5,1,1,1
2019,"000808701",3,8,87,1,1,4,1,1,2
2019,"000808701",4,8,87,1,1,3,1,2,3
2019,"000903001",3,9,30,1,1,5,2,1,1
2019,"000903001",4,9,30,1,1,3,2,1,2
2019,"000903001",5,9,30,1,1,0,2,2,3
2019,"000906701",3,9,67,1,1,4,2,1,1
2019,"000906701",4,9,67,1,1,0,2,2,2
2019,"000910501",4,9,105,1,1,3,2,1,1
2019,"000910501",5,9,105,1,1,0,2,2,2
2019,"000915501",3,9,155,1,1,3,2,1,1
2019,"000915501",4,9,155,1,1,0,2,2,2
2019,"000915601",3,9,156,1,1,6,2,2,1
2019,"000916101",4,9,161,1,1,0,2,2,1
2019,"001200401",3,12,4,1,1,1,0,2,1
2019,"001202101",3,12,21,1,2,nan,nan,1,1
2019,"001202101",4,12,21,1,2,nan,nan,1,2
2019,"001202101",5,12,21,1,1,1,1,2,3
2019,"001206101",3,12,61,1,1,3,0,2,1
2019,"001404101",3,14,41,1,1,4,1,2,1
2019,"001404901",5,14,49,1,2,nan,nan,2,1
2019,"001405101",3,14,51,1,1,1,1,1,1
2019,"001405101",4,14,51,1,1,1,1,2,2
2019,"001407401",3,14,74,1,1,3,1,1,1
2019,"001407401",4,14,74,1,1,3,1,2,2
2019,"001409601",3,14,96,1,1,3,1,2,1
2019,"001504501",5,15,45,1,1,0,1,2,1
2019,"001507701",3,15,77,1,1,1,1,2,1
2019,"001508801",5,15,88,1,2,nan,nan,2,1
2019,"001514501",4,15,145,1,1,2,1,2,1
2019,"001515001",3,15,150,1,2,nan,nan,1,1
2019,"001515001",4,15,150,1,2,nan,nan,2,2
2019,"001518301",2,15,183,1,2,nan,nan,2,1
2019,"001600701",4,16,7,1,1,0,4,2,1
2019,"001602601",3,16,26,1,1,4,4,1,1
2019,"001602601",4,16,26,1,1,5,4,2,2
2019,"001605101",3,16,51,1,1,3,4,1,1
2019,"001605101",4,16,51,1,1,0,4,2,2
2019,"001607101",4,16,71,1,1,1,3,2,1
2019,"001701901",3,17,19,1,1,3,1,1,1
2019,"001701901",4,17,19,1,1,3,1,1,2
2019,"001701901",5,17,19,1,1,0,1,2,3
2019,"001707401",4,17,74,1,1,4,2,2,1
2019,"001710801",4,17,108,1,2,nan,nan,2,1
2019,"001712201",4,17,122,1,1,3,1,2,1
2019,"001715801",3,17,158,1,1,3,1,1,1
2019,"001715801",4,17,158,1,1,2,1,2,2
2019,"001901601",3,19,16,1,1,5,4,1,1
2019,"001901601",5,19,16,1,1,3,4,2,2
2019,"001902601",4,19,26,1,1,6,4,2,1
2019,"001905501",2,19,55,1,1,1,4,2,1
2019,"001907501",4,19,75,1,1,5,4,2,1
2019,"002100101",4,21,1,1,1,2,4,2,1
2019,"002114701",3,21,147,1,1,2,4,2,1
2019,"002117501",3,21,175,1,2,nan,nan,2,1
2019,"002117901",4,21,179,1,1,5,4,1,1
2019,"002117901",5,21,179,1,1,3,4,1,2
2019,"002117901",6,21,179,1,1,2,4,2,3
2019,"002200401",3,22,4,1,2,nan,nan,1,1
2019,"002200401",4,22,4,1,2,nan,nan,1,2
2019,"002200401",5,22,4,1,2,nan,nan,2,3
2019,"002202501",3,22,25,1,2,nan,nan,2,1
2019,"002204501",3,22,45,1,2,nan,nan,1,1
2019,"002204501",4,22,45,1,2,nan,nan,2,2
2019,"002205101",4,22,51,1,2,nan,nan,1,1
2019,"002205101",5,22,51,1,2,nan,nan,2,2
2019,"002206901",3,22,69,1,1,1,1,2,1
2019,"002210101",4,22,101,1,1,2,3,2,1
2019,"002301901",3,23,19,1,1,6,0,2,1
2019,"002303601",3,23,36,1,1,4,0,1,1
2019,"002303601",4,23,36,1,1,0,1,2,2
2019,"002304301",3,23,43,1,1,4,1,2,1
2019,"002307201",3,23,72,1,1,6,0,1,1
2019,"002307201",4,23,72,1,1,0,1,2,2
2019,"002310401",4,23,104,1,1,0,1,2,1
2019,"002602201",4,26,22,1,2,nan,nan,2,1
2019,"002803201",3,28,32,1,1,3,3,2,1
2019,"002804501",4,28,45,1,1,0,3,1,1
2019,"002804501",5,28,45,1,1,0,3,2,2
2019,"002805101",3,28,51,1,1,0,3,2,1
2019,"002805701",4,28,57,1,1,6,3,2,1
2019,"002807901",3,28,79,1,1,1,3,2,1
2019,"002903201",4,29,32,1,1,5,2,1,1
2019,"002903201",5,29,32,1,1,1,2,2,2
2019,"002903501",3,29,35,1,1,0,2,1,1
2019,"002903501",5,29,35,1,1,3,2,2,2
2019,"002904201",3,29,42,1,1,5,1,1,1
2019,"002904201",4,29,42,1,1,3,1,2,2
2019,"002904301",5,29,43,1,1,5,2,1,1
2019,"002904301",6,29,43,1,1,2,2,2,2
2019,"002904401",3,29,44,1,1,2,1,1,1
2019,"002904401",5,29,44,1,1,4,1,2,2
2019,"002904601",3,29,46,1,1,3,2,2,1
2019,"002905701",3,29,57,1,1,5,2,1,1
2019,"002905701",4,29,57,1,1,4,2,1,2
2019,"002905701",5,29,57,1,1,1,2,2,3
2019,"002905801",2,29,58,1,1,6,2,1,1
2019,"002905801",3,29,58,1,1,0,2,2,2
2019,"002906001",3,29,60,1,1,5,2,1,1
2019,"002906001",4,29,60,1,1,5,2,1,2
2019,"002906001",5,29,60,1,1,2,2,1,3
2019,"002906001",6,29,60,1,1,0,2,2,4
2019,"003000101",5,30,1,1,1,6,1,1,1
2019,"003000101",6,30,1,1,1,5,1,2,2
2019,"003000401",5,30,4,1,1,5,1,1,1
2019,"003000401",6,30,4,1,1,2,1,2,2
2019,"003000601",3,30,6,1,1,5,1,1,1
2019,"003000601",4,30,6,1,1,4,1,2,2
2019,"003000801",4,30,8,1,1,6,1,2,1
2019,"003008801",3,30,88,1,1,2,1,1,1
2019,"003008801",4,30,88,1,1,0,1,2,2
2019,"003009101",4,30,91,1,1,5,1,1,1
2019,"003009101",5,30,91,1,1,4,1,1,2
2019,"003009101",6,30,91,1,1,2,1,2,3
2019,"003010201",2,30,102,1,1,6,1,1,1
2019,"003010201",3,30,102,1,1,2,1,2,2
2019,"003010501",2,30,105,1,1,2,1,2,1
2019,"003010601",3,30,106,1,1,4,1,1,1
2019,"003010601",4,30,106,1,1,4,1,1,2
2019,"003010601",5,30,106,1,1,3,1,2,3
2019,"003100601",6,31,6,1,1,6,0,1,1
2019,"003100601",7,31,6,1,1,6,0,1,2
2019,"003100601",8,31,6,1,1,0,1,2,3
2019,"003100701",4,31,7,1,1,4,0,1,1
2019,"003100701",5,31,7,1,1,2,0,2,2
2019,"003100801",4,31,8,1,1,6,0,1,1
2019,"003100801",5,31,8,1,1,4,0,2,2
2019,"003100901",3,31,9,1,1,3,1,1,1
2019,"003100901",4,31,9,1,1,0,10,2,2
2019,"003101101",2,31,11,1,1,2,0,2,1
2019,"003118001",4,31,180,1,1,2,0,1,1
2019,"003118001",5,31,180,1,1,0,1,1,2
2019,"003118001",7,31,180,1,1,5,0,2,3
2019,"003118501",3,31,185,1,1,3,0,1,1
2019,"003118501",4,31,185,1,1,2,0,1,2
2019,"003118501",5,31,185,1,1,0,1,2,3
2019,"003209701",3,32,97,1,1,5,3,1,1
2019,"003209701",4,32,97,1,1,3,3,1,2
2019,"003209701",5,32,97,1,1,0,3,2,3
2019,"003209801",3,32,98,1,1,6,3,1,1
2019,"003209801",4,32,98,1,1,6,3,1,2
2019,"003209801",5,32,98,1,1,5,3,1,3
2019,"003209801",7,32,98,1,1,5,3,2,4
2019,"003209901",3,32,99,1,1,3,3,2,1
2019,"003210001",3,32,100,1,1,6,3,1,1
2019,"003210001",5,32,100,1,1,1,3,2,2
2019,"003216301",3,32,163,1,1,6,3,1,1
2019,"003216301",4,32,163,1,1,1,3,2,2
2019,"003216401",3,32,164,1,1,3,3,1,1
2019,"003216401",4,32,164,1,1,1,3,1,2
2019,"003216401",5,32,164,1,1,0,3,2,3
2019,"003217601",3,32,176,1,1,0,3,1,1
2019,"003217601",4,32,176,1,1,6,3,2,2
2019,"003217701",5,32,177,1,1,5,3,2,1
2019,"003218101",3,32,181,1,1,3,3,1,1
2019,"003218101",4,32,181,1,1,0,3,2,2
2019,"003600801",3,36,8,1,1,1,4,2,1
2019,"003602101",4,36,21,1,1,0,4,2,1
2019,"003611001",3,36,110,1,1,5,4,2,1
2019,"003809101",3,38,91,1,1,0,1,2,1
2019,"003809301",4,38,93,1,2,nan,nan,2,1
2019,"003813601",4,38,136,1,1,1,3,2,1
2019,"003813801",3,38,138,1,2,nan,nan,1,1
2019,"003813801",4,38,138,1,1,0,3,2,2
2019,"003814001",3,38,140,1,1,2,3,2,1
2019,"003815101",3,38,151,1,1,1,3,1,1
2019,"003815101",5,38,151,1,2,nan,nan,2,2
2019,"003815201",2,38,152,1,2,nan,nan,1,1
2019,"003815201",3,38,152,1,2,nan,nan,2,2
2019,"003815401",3,38,154,1,2,nan,nan,1,1
2019,"003815401",4,38,154,1,2,nan,nan,2,2
2019,"003815501",3,38,155,1,2,nan,nan,1,1
2019,"003815501",4,38,155,1,1,0,1,2,2
2019,"004007201",4,40,72,1,1,6,4,1,1
2019,"004007201",5,40,72,1,1,0,4,2,2
2019,"004007301",3,40,73,1,1,0,4,2,1
2019,"004007401",2,40,74,1,1,5,4,2,1
2019,"004007501",4,40,75,1,2,nan,nan,1,1
2019,"004007501",5,40,75,1,2,nan,nan,2,2
2019,"004011901",3,40,119,1,1,5,4,2,1
2019,"004012001",3,40,120,1,1,0,4,2,1
2019,"004012301",5,40,123,1,1,1,4,2,1
2019,"004012401",4,40,124,1,1,3,4,2,1
2019,"004100101",2,41,1,1,1,5,2,2,1
2019,"004100301",3,41,3,1,1,5,2,2,1
2019,"004100401",3,41,4,1,1,6,4,2,1
2019,"004102601",4,41,26,1,1,6,2,2,1
2019,"004103001",5,41,30,1,1,6,2,1,1
2019,"004103001",7,41,30,1,1,4,2,2,2
2019,"004108501",5,41,85,1,1,5,2,2,1
2019,"004202401",5,42,24,1,1,5,2,1,1
2019,"004202401",6,42,24,1,1,3,2,1,2
2019,"004202401",7,42,24,1,1,2,2,1,3
2019,"004202401",8,42,24,1,1,1,2,1,4
2019,"004202401",9,42,24,1,1,1,2,2,5
2019,"004202601",3,42,26,1,1,5,2,1,1
2019,"004202601",4,42,26,1,1,1,2,1,2
2019,"004202601",5,42,26,1,1,0,2,2,3
2019,"004202801",5,42,28,1,1,6,2,1,1
2019,"004202801",6,42,28,1,1,5,2,1,2
2019,"004202801",7,42,28,1,1,1,2,2,3
2019,"004203301",3,42,33,1,1,0,2,2,1
2019,"004203901",4,42,39,1,1,3,2,1,1
2019,"004203901",8,42,39,1,1,2,2,2,2
2019,"004204001",3,42,40,1,1,5,2,1,1
2019,"004204001",4,42,40,1,1,4,2,1,2
2019,"004204001",5,42,40,1,1,1,2,2,3
2019,"004204401",3,42,44,1,1,5,2,2,1
2019,"004204501",3,42,45,1,1,2,2,2,1
2019,"004204601",6,42,46,1,1,1,2,1,1
2019,"004204601",7,42,46,1,1,1,2,2,2
2019,"004204701",3,42,47,1,1,3,2,1,1
2019,"004204701",4,42,47,1,1,2,2,1,2
2019,"004204701",5,42,47,1,1,0,2,2,3
2019,"004300501",3,43,5,1,2,nan,nan,2,1
2019,"004304101",3,43,41,1,2,nan,nan,1,1
2019,"004304101",4,43,41,1,2,nan,nan,1,2
2019,"004304101",5,43,41,1,2,nan,nan,1,3
2019,"004304101",6,43,41,1,2,nan,nan,2,4
2019,"004402101",3,44,21,1,1,5,2,1,1
2019,"004402101",4,44,21,1,1,1,2,2,2
2019,"004402201",3,44,22,1,1,4,2,2,1
2019,"004402401",3,44,24,1,1,3,2,2,1
2019,"004404301",3,44,43,1,1,5,2,1,1
2019,"004404301",4,44,43,1,1,1,2,2,2
2019,"004404601",7,44,46,1,1,5,4,1,1
2019,"004404601",9,44,46,1,1,1,2,2,2
2019,"004409001",3,44,90,1,1,1,2,2,1
2019,"004409101",4,44,91,1,1,5,2,2,1
2019,"004501301",6,45,13,1,2,nan,nan,1,1
2019,"004501301",8,45,13,1,1,6,0,2,2
2019,"004501501",3,45,15,1,1,1,0,2,1
2019,"004503601",3,45,36,1,1,1,0,2,1
2019,"004503801",2,45,38,1,1,6,0,1,1
2019,"004503801",3,45,38,1,1,6,0,2,2
2019,"004503901",3,45,39,1,1,4,0,2,1
2019,"004506101",3,45,61,1,1,6,0,2,1
2019,"004506201",4,45,62,1,1,1,0,2,1
2019,"004506301",6,45,63,1,1,3,0,2,1
2019,"004802201",3,48,22,1,2,nan,nan,2,1
2019,"004802301",3,48,23,1,2,nan,nan,2,1
2019,"004802501",3,48,25,1,2,nan,nan,1,1
2019,"004802501",4,48,25,1,2,nan,nan,2,2
2019,"004802601",3,48,26,1,2,nan,nan,1,1
2019,"004802601",4,48,26,1,2,nan,nan,2,2
2019,"004804001",3,48,40,1,2,nan,nan,1,1
2019,"004804001",4,48,40,1,2,nan,nan,2,2
2019,"004804101",5,48,41,1,2,nan,nan,2,1
2019,"004805901",3,48,59,1,2,nan,nan,2,1
2019,"004806201",3,48,62,1,2,nan,nan,1,1
2019,"004806201",5,48,62,1,2,nan,nan,2,2
2019,"004903501",5,49,35,1,1,2,0,1,1
2019,"004903501",6,49,35,1,2,nan,nan,2,2
2019,"004903601",3,49,36,1,2,nan,nan,2,1
2019,"004906301",3,49,63,1,1,5,0,2,1
2019,"004906501",3,49,65,1,1,4,0,1,1
2019,"004906501",4,49,65,1,1,0,1,2,2
2019,"004906601",4,49,66,1,1,3,0,1,1
2019,"004906601",5,49,66,1,1,1,0,2,2
2019,"004907501",3,49,75,1,1,0,1,2,1
2019,"004907801",3,49,78,1,1,0,1,1,1
2019,"004907801",4,49,78,1,1,3,0,2,2
2019,"004907901",4,49,79,1,1,1,0,1,1
2019,"004907901",5,49,79,1,1,1,0,2,2
2019,"005005101",2,50,51,1,1,2,2,2,1
2019,"005005301",3,50,53,1,1,0,2,2,1
2019,"005005401",5,50,54,1,1,4,2,1,1
2019,"005005401",6,50,54,1,1,2,2,2,2
2019,"005005501",3,50,55,1,1,6,2,1,1
2019,"005005501",4,50,55,1,1,1,2,2,2
2019,"005005801",4,50,58,1,1,6,2,1,1
2019,"005005801",5,50,58,1,1,5,2,2,2
2019,"005006001",5,50,60,1,1,1,2,2,1
2019,"005008101",5,50,81,1,1,3,2,2,1
2019,"005008201",7,50,82,1,1,5,2,2,1
2019,"005008301",4,50,83,1,1,0,2,2,1
2019,"005008401",3,50,84,1,1,0,2,2,1
2019,"005100701",4,51,7,1,1,6,3,1,1
2019,"005100701",5,51,7,1,1,0,3,2,2
2019,"005101001",4,51,10,1,1,6,3,1,1
2019,"005101001",6,51,10,1,1,5,3,1,2
2019,"005101001",7,51,10,1,1,4,3,1,3
2019,"005101001",8,51,10,1,1,1,3,2,4
2019,"005103101",4,51,31,1,1,3,3,2,1
2019,"005103201",3,51,32,1,1,1,3,2,1
2019,"005103301",3,51,33,1,1,1,3,2,1
2019,"005103501",3,51,35,1,1,2,3,2,1
2019,"005106801",4,51,68,1,1,6,3,2,1
2019,"005107001",3,51,70,1,1,6,3,1,1
2019,"005107001",4,51,70,1,1,1,3,2,2
2019,"005107101",3,51,71,1,1,3,3,2,1
2019,"005201901",4,52,19,1,1,4,2,2,1
2019,"005202301",3,52,23,1,1,3,2,1,1
2019,"005202301",4,52,23,1,1,2,1,2,2
2019,"005204801",2,52,48,1,1,2,1,2,1
2019,"005205001",6,52,50,1,1,2,1,2,1
2019,"005205101",3,52,51,1,1,0,2,2,1
2019,"005205201",4,52,52,1,1,5,2,1,1
2019,"005205201",5,52,52,1,1,2,1,2,2
2019,"005210101",5,52,101,1,1,1,1,2,1
2019,"005210201",3,52,102,1,1,0,1,2,1
2019,"005210501",3,52,105,1,1,2,1,2,1
2019,"005300101",5,53,1,1,1,5,1,1,1
2019,"005300101",6,53,1,1,1,4,1,1,2
2019,"005300101",7,53,1,1,1,3,1,1,3
2019,"005300101",8,53,1,1,1,3,1,1,4
2019,"005300101",9,53,1,1,1,1,1,2,5
2019,"005300201",3,53,2,1,1,3,0,1,1
2019,"005300201",5,53,2,1,1,6,0,2,2
2019,"005300301",3,53,3,1,1,0,1,2,1
2019,"005305101",3,53,51,1,1,0,1,1,1
2019,"005305101",4,53,51,1,1,6,0,2,2
2019,"005305201",5,53,52,1,1,2,2,2,1
2019,"005305301",4,53,53,1,1,3,0,2,1
2019,"005311401",5,53,114,1,1,1,0,2,1
2019,"005311701",3,53,117,1,1,6,1,1,1
2019,"005311701",4,53,117,1,1,5,1,1,2
2019,"005311701",5,53,117,1,1,2,1,2,3
2019,"005500601",3,55,6,1,1,3,4,1,1
2019,"005500601",4,55,6,1,1,2,4,1,2
2019,"005500601",5,55,6,1,1,2,4,2,3
2019,"005503101",3,55,31,1,1,4,4,2,1
2019,"005504501",3,55,45,1,1,6,4,2,1
2019,"005504901",3,55,49,1,1,5,4,2,1
2019,"005600701",5,56,7,1,1,6,4,1,1
2019,"005600701",6,56,7,1,1,1,4,2,2
2019,"005603301",2,56,33,1,1,2,4,2,1
2019,"005603801",3,56,38,1,1,1,4,2,1
2019,"005604201",2,56,42,1,1,1,4,2,1
2019,"005608401",3,56,84,1,1,0,4,2,1
2019,"005609101",3,56,91,1,1,1,4,1,1
2019,"005609101",6,56,91,1,1,5,4,1,2
2019,"005609101",7,56,91,1,1,3,4,2,3
2019,"005609601",6,56,96,1,1,0,4,1,1
2019,"005609601",7,56,96,1,1,0,4,2,2
2019,"005610601",3,56,106,1,1,6,4,1,1
2019,"005610601",4,56,106,1,1,5,4,1,2
2019,"005610601",5,56,106,1,1,1,4,2,3
2019,"005610801",2,56,108,1,1,3,4,2,1
2019,"005610901",4,56,109,1,1,3,4,2,1
2019,"005611201",5,56,112,1,1,6,4,1,1
2019,"005611201",6,56,112,1,1,4,4,2,2
2019,"005612901",4,56,129,1,1,1,4,2,1
2019,"005702301",4,57,23,1,1,6,4,2,1
2019,"005702401",3,57,24,1,1,1,4,2,1
2019,"005702501",3,57,25,1,1,5,4,2,1
2019,"005702901",3,57,29,1,1,3,4,2,1
2019,"005703101",3,57,31,1,1,5,4,2,1
2019,"005703201",4,57,32,1,1,1,4,2,1
2019,"006201201",4,62,12,1,1,1,3,2,1
2019,"006201801",2,62,18,1,1,4,2,1,1
2019,"006201801",3,62,18,1,1,1,2,2,2
2019,"006203301",5,62,33,1,1,0,3,2,1
2019,"006205801",3,62,58,1,1,0,2,2,1
2019,"006209301",3,62,93,1,1,1,3,2,1
2019,"006305101",3,63,51,1,1,4,3,1,1
2019,"006305101",4,63,51,1,1,4,3,2,2
2019,"006313901",3,63,139,1,1,2,3,1,1
2019,"006313901",4,63,139,1,1,1,3,2,2
2019,"006504701",9,65,47,1,1,1,2,2,1
2019,"006505701",4,65,57,1,1,2,1,1,1
2019,"006505701",5,65,57,1,1,1,1,2,2
2019,"006706201",8,67,62,1,1,1,2,2,1
2019,"006707501",4,67,75,1,1,0,1,1,1
2019,"006707501",6,67,75,1,1,0,1,2,2
2019,"006713801",4,67,138,1,1,6,1,2,1
2019,"006714901",7,67,149,1,1,1,2,1,1
2019,"006714901",13,67,149,1,1,3,2,2,2
2019,"006809401",4,68,94,1,1,0,3,2,1
2019,"006813201",6,68,132,1,1,1,3,1,1
2019,"006813201",8,68,132,1,1,3,3,2,2
2019,"006814401",5,68,144,1,1,0,3,2,1
2019,"007000801",4,70,8,1,1,3,0,2,1
2019,"007009401",3,70,94,1,1,2,0,1,1
2019,"007009401",4,70,94,1,1,2,0,2,2
2019,"007012801",3,70,128,1,1,2,0,2,1
2019,"007104601",7,71,46,1,1,0,1,2,1
2019,"007106201",3,71,62,1,1,0,1,2,1
2019,"007106401",8,71,64,1,1,2,1,2,1
2019,"007107001",5,71,70,1,1,0,1,2,1
2019,"007109301",4,71,93,1,1,4,1,1,1
2019,"007109301",5,71,93,1,1,0,1,2,2
2019,"007111701",5,71,117,1,1,2,0,1,1
2019,"007111701",6,71,117,1,1,0,1,1,2
2019,"007111701",8,71,117,1,1,3,0,2,3
2019,"007111901",3,71,119,1,1,2,1,2,1
2019,"007202701",3,72,27,1,1,3,1,2,1
2019,"007208501",3,72,85,1,1,2,2,1,1
2019,"007208501",8,72,85,1,1,2,2,2,2
2019,"007501001",4,75,10,1,1,4,1,2,1
2019,"007503801",4,75,38,1,1,3,1,2,1
2019,"007506001",4,75,60,1,1,4,1,2,1
2019,"007506701",3,75,67,1,1,0,1,2,1
2019,"007513401",4,75,134,1,1,1,1,1,1
2019,"007513401",5,75,134,1,1,2,1,2,2
2019,"007601501",2,76,15,1,1,4,2,1,1
2019,"007601501",3,76,15,1,1,2,2,2,2
2019,"007606701",4,76,67,1,1,2,2,2,1
2019,"007608901",3,76,89,1,1,6,2,1,1
2019,"007608901",5,76,89,1,1,6,2,1,2
2019,"007608901",6,76,89,1,1,5,2,2,3
2019,"007610401",4,76,104,1,1,1,2,2,1
2019,"007610801",4,76,108,1,1,1,3,2,1
2019,"007613701",4,76,137,1,1,4,3,1,1
2019,"007613701",5,76,137,1,1,5,3,2,2
2019,"007702801",3,77,28,1,1,2,4,2,1
2019,"007713001",3,77,130,1,1,2,4,2,1
2019,"007714701",3,77,147,1,1,2,4,2,1
2019,"007803601",3,78,36,1,1,0,1,2,1
2019,"007804201",3,78,42,1,1,3,1,2,1
2019,"007804801",4,78,48,1,1,5,1,1,1
2019,"007804801",5,78,48,1,1,2,1,1,2
2019,"007804801",6,78,48,1,1,1,1,2,3
2019,"007805801",3,78,58,1,1,3,1,1,1
2019,"007805801",4,78,58,1,1,0,1,2,2
2019,"007807201",3,78,72,1,1,1,1,2,1
2019,"007808101",4,78,81,1,1,2,1,2,1
2019,"008100301",4,81,3,1,2,nan,nan,2,1
2019,"008102001",3,81,20,1,2,nan,nan,2,1
2019,"008106701",4,81,67,1,2,nan,nan,2,1
2019,"008106901",5,81,69,1,2,nan,nan,2,1
2019,"008206901",3,82,69,1,1,0,1,1,1
2019,"008206901",4,82,69,1,1,0,1,2,2
2019,"008207601",4,82,76,1,2,nan,nan,1,1
2019,"008207601",5,82,76,1,2,nan,nan,2,2
2019,"008209901",4,82,99,1,1,4,0,2,1
2019,"008300701",3,83,7,1,1,2,1,2,1
2019,"008302401",3,83,24,1,1,6,1,1,1
2019,"008302401",4,83,24,1,1,5,1,2,2
2019,"008310601",3,83,106,1,2,nan,nan,2,1
2019,"008312001",3,83,120,1,1,0,1,2,1
2019,"008401501",4,84,15,1,1,1,2,2,1
2019,"008402501",3,84,25,1,1,4,3,1,1
2019,"008402501",4,84,25,1,1,1,3,2,2
2019,"008403601",4,84,36,1,1,4,2,2,1
2019,"008404501",6,84,45,1,1,3,2,1,1
2019,"008404501",7,84,45,1,1,1,2,1,2
2019,"008404501",8,84,45,1,1,1,2,2,3
2019,"008406901",5,84,69,1,1,1,3,2,1
2019,"008407101",4,84,71,1,1,2,2,1,1
2019,"008407101",5,84,71,1,1,0,2,2,2
2019,"008500301",5,85,3,1,1,0,1,2,1
2019,"008502401",3,85,24,1,1,0,1,2,1
2019,"008503501",4,85,35,1,1,4,1,1,1
2019,"008503501",5,85,35,1,1,1,1,2,2
2019,"008503601",3,85,36,1,1,1,1,1,1
2019,"008503601",4,85,36,1,1,1,1,2,2
2019,"008802602",3,88,26,2,1,4,3,2,1
2019,"008805701",4,88,57,1,1,1,3,2,1
2019,"008810101",5,88,101,1,1,0,3,2,1
2019,"008812701",5,88,127,1,1,6,3,1,1
2019,"008812701",8,88,127,1,1,0,3,2,2
2019,"008813401",3,88,134,1,1,3,3,2,1
2019,"008815001",3,88,150,1,1,2,3,2,1
2019,"008815003",2,88,150,3,1,0,3,2,1
2019,"009007501",3,90,75,1,2,nan,nan,2,1
2019,"009013001",4,90,130,1,1,4,0,2,1
2019,"009014001",3,90,140,1,2,nan,nan,2,1
2019,"009015601",3,90,156,1,1,6,0,1,1
2019,"009015601",4,90,156,1,1,5,0,1,2
2019,"009015601",5,90,156,1,1,1,0,2,3
2019,"009210901",2,92,109,1,1,0,1,2,1
2019,"009213301",2,92,133,1,1,2,0,2,1
2019,"009215101",3,92,151,1,1,1,0,2,1
2019,"009414901",3,94,149,1,1,1,0,2,1
2019,"009417901",5,94,179,1,1,5,0,2,1
2019,"009504601",4,95,46,1,1,2,0,2,1
2019,"009600301",5,96,3,1,1,0,1,2,1
2019,"009602901",3,96,29,1,1,2,1,1,1
2019,"009602901",4,96,29,1,1,1,1,2,2
2019,"009603201",4,96,32,1,1,4,1,1,1
2019,"009603201",5,96,32,1,1,0,1,2,2
2019,"009700501",3,97,5,1,1,1,4,2,1
2019,"009700801",4,97,8,1,1,4,3,2,1
2019,"009702801",5,97,28,1,1,4,3,2,1
2019,"009703401",3,97,34,1,1,4,4,2,1
2019,"009705201",3,97,52,1,1,5,4,2,1
2019,"009705301",3,97,53,1,1,0,3,2,1
2019,"009705701",3,97,57,1,1,1,6,1,1
2019,"009705701",5,97,57,1,1,2,6,2,2
2019,"009705901",3,97,59,1,1,1,4,2,1
2019,"009707401",3,97,74,1,1,0,6,2,1
