,PS_VL-ID1-anho,PS_VL-HHID-identificacion_cuestionario_del_hogar,PS_VL-HVIDX-numero_de_orden_en_el_hogar,PS_VL-QHCLUSTER-conglomerado,PS_VL-QHNUMBER-vivienda_seleccionada,PS_VL-QHHOME-hogar_seleccionado,PS_VL-PS102_1A-hace_cuanto_tiempo_es_beneficiario:_anhos,PS_VL-PS102_1M-hace_cuanto_tiempo_es_beneficiario:_meses,PS_VL-PS102_1S-alguien_mas_es_beneficiario,PS_VL-PS4-numero_de_orden,PS_VL-PS102_1A-hace_cuanto_tiempo_es_beneficiario:_anhos_LABEL,PS_VL-PS102_1M-hace_cuanto_tiempo_es_beneficiario:_meses_LABEL,PS_VL-PS102_1S-alguien_mas_es_beneficiario_LABEL
44,2019,2307201,4,23,72,1,2,6,2,1,2,6,No
45,2019,2310401,4,23,104,1,3,5,2,1,3,5,No
46,2019,2400801,2,24,8,1,3,0,2,1,3,0,No
47,2019,2401501,4,24,15,1,1,0,2,1,1,0,No
48,2019,2403001,5,24,30,1,3,6,2,1,3,6,No
49,2019,2409001,2,24,90,1,3,7,1,1,3,7,Si
50,2019,2409001,3,24,90,1,2,0,2,2,2,0,No
51,2019,2510201,4,25,102,1,1,7,2,1,1,7,No
52,2019,2514301,5,25,143,1,3,0,2,1,3,0,No
53,2019,2607601,8,26,76,1,2,1,2,1,2,1,No
54,2019,2708301,5,27,83,1,0,9,2,1,0,9,No
55,2019,2714201,3,27,142,1,2,0,2,1,2,0,No
56,2019,2805901,2,28,59,1,0,4,2,1,0,4,No
57,2019,2903201,5,29,32,1,3,2,1,1,3,2,Si
58,2019,2903201,6,29,32,1,2,1,2,2,2,1,No
59,2019,2903501,3,29,35,1,1,1,1,1,1,1,Si
60,2019,2903501,4,29,35,1,0,1,2,2,0,1,No
61,2019,2906001,5,29,60,1,3,0,1,1,3,0,Si
62,2019,2906001,6,29,60,1,3,0,2,2,3,0,No
63,2019,3000101,7,30,1,1,0,1,2,1,0,1,No
64,2019,3000401,4,30,4,1,1,3,2,1,1,3,No
65,2019,3000601,5,30,6,1,0,4,2,1,0,4,No
66,2019,3000701,2,30,7,1,1,2,2,1,1,2,No
67,2019,3010601,6,30,106,1,0,1,2,1,0,1,No
68,2019,3100901,4,31,9,1,2,0,2,1,2,0,No
69,2019,3111801,3,31,118,1,1,0,2,1,1,0,No
70,2019,3111901,3,31,119,1,1,6,2,1,1,6,No
71,2019,3112001,4,31,120,1,0,4,2,1,0,4,No
72,2019,3209801,6,32,98,1,4,3,2,1,4,3,No
73,2019,3216301,4,32,163,1,2,0,2,1,2,0,No
74,2019,3216401,1,32,164,1,1,0,2,1,1,0,No
75,2019,3217601,3,32,176,1,3,5,2,1,3,5,No
76,2019,3218101,4,32,181,1,2,0,2,1,2,0,No
77,2019,3301501,3,33,15,1,2,6,2,1,2,6,No
78,2019,3301801,5,33,18,1,3,0,2,1,3,0,No
79,2019,3315801,10,33,158,1,3,0,2,1,3,0,No
80,2019,3316501,9,33,165,1,4,6,2,1,4,6,No
81,2019,3316601,2,33,166,1,3,0,2,1,3,0,No
82,2019,3402901,3,34,29,1,0,1,1,1,0,1,Si
83,2019,3402901,5,34,29,1,3,6,2,2,3,6,No
84,2019,3403001,2,34,30,1,1,10,2,1,1,10,No
85,2019,3409901,3,34,99,1,1,1,2,1,1,1,No
86,2019,3410001,6,34,100,1,3,0,2,1,3,0,No
87,2019,3415801,3,34,158,1,2,1,2,1,2,1,No
88,2019,3416001,5,34,160,1,0,2,2,1,0,2,No
89,2019,3416201,4,34,162,1,0,2,2,1,0,2,No
90,2019,3501701,4,35,17,1,1,0,2,1,1,0,No
91,2019,3502201,4,35,22,1,3,0,2,1,3,0,No
92,2019,3502501,3,35,25,1,3,6,2,1,3,6,No
93,2019,3504701,4,35,47,1,1,0,2,1,1,0,No
94,2019,3600701,3,36,7,1,1,0,2,1,1,0,No
95,2019,3600801,4,36,8,1,1,0,2,1,1,0,No
96,2019,3602401,4,36,24,1,0,8,2,1,0,8,No
97,2019,3610701,3,36,107,1,2,1,2,1,2,1,No
98,2019,3611001,4,36,110,1,0,6,2,1,0,6,No
99,2019,3703801,3,37,38,1,1,0,2,1,1,0,No
100,2019,3704001,4,37,40,1,1,4,2,1,1,4,No
101,2019,3708001,3,37,80,1,0,6,2,1,0,6,No
102,2019,3708101,4,37,81,1,2,5,2,1,2,5,No
103,2019,3708201,3,37,82,1,2,7,2,1,2,7,No
104,2019,3709801,5,37,98,1,3,7,2,1,3,7,No
105,2019,3710101,3,37,101,1,2,6,1,1,2,6,Si
106,2019,3710101,4,37,101,1,1,2,2,2,1,2,No
107,2019,3809001,3,38,90,1,0,1,2,1,0,1,No
108,2019,3809101,3,38,91,1,3,98,1,1,3,No sabe,Si
109,2019,3809101,4,38,91,1,1,98,2,2,1,No sabe,No
110,2019,3809301,3,38,93,1,1,0,2,1,1,0,No
111,2019,3813601,4,38,136,1,2,98,2,1,2,No sabe,No
112,2019,3813701,4,38,137,1,0,8,2,1,0,8,No
113,2019,3813801,4,38,138,1,3,0,2,1,3,0,No
114,2019,3814001,3,38,140,1,4,11,1,1,4,11,Si
115,2019,3814001,4,38,140,1,0,4,2,2,0,4,No
116,2019,3815101,3,38,151,1,0,1,1,1,0,1,Si
117,2019,3815101,4,38,151,1,1,1,2,2,1,1,No
118,2019,3815401,7,38,154,1,2,0,2,1,2,0,No
119,2019,3815501,1,38,155,1,0,6,2,1,0,6,No
120,2019,3900301,5,39,3,1,0,6,2,1,0,6,No
121,2019,3900401,3,39,4,1,0,6,2,1,0,6,No
122,2019,3902101,3,39,21,1,3,0,2,1,3,0,No
123,2019,3909401,5,39,94,1,0,3,2,1,0,3,No
124,2019,3909501,2,39,95,1,1,0,2,1,1,0,No
125,2019,3909701,8,39,97,1,3,0,2,1,3,0,No
126,2019,4006601,4,40,66,1,0,1,2,1,0,1,No
127,2019,4007201,5,40,72,1,1,6,2,1,1,6,No
128,2019,4007301,3,40,73,1,0,4,1,1,0,4,Si
129,2019,4007301,4,40,73,1,0,1,2,2,0,1,No
130,2019,4007501,6,40,75,1,3,0,2,1,3,0,No
131,2019,4012001,3,40,120,1,3,6,2,1,3,6,No
132,2019,4012201,4,40,122,1,1,5,2,1,1,5,No
133,2019,4012301,5,40,123,1,4,0,2,1,4,0,No
134,2019,4012401,5,40,124,1,1,6,2,1,1,6,No
135,2019,4102701,3,41,27,1,2,0,2,1,2,0,No
136,2019,4103001,2,41,30,1,1,7,2,1,1,7,No
137,2019,4108701,3,41,87,1,2,6,2,1,2,6,No
138,2019,4202401,9,42,24,1,5,0,2,1,5,0,No
139,2019,4202601,5,42,26,1,1,0,2,1,1,0,No
140,2019,4202801,7,42,28,1,4,0,2,1,4,0,No
141,2019,4203301,2,42,33,1,2,6,1,1,2,6,Si
142,2019,4203301,4,42,33,1,0,3,2,2,0,3,No
143,2019,4204701,5,42,47,1,0,2,2,1,0,2,No
144,2019,4303901,5,43,39,1,1,0,2,1,1,0,No
145,2019,4304101,5,43,41,1,2,0,1,1,2,0,Si
146,2019,4304101,6,43,41,1,2,0,2,2,2,0,No
147,2019,4402101,4,44,21,1,3,3,2,1,3,3,No
148,2019,4402501,6,44,25,1,1,2,2,1,1,2,No
149,2019,4404301,4,44,43,1,3,6,2,1,3,6,No
150,2019,4501501,3,45,15,1,2,0,2,1,2,0,No
151,2019,4503601,3,45,36,1,4,2,2,1,4,2,No
152,2019,4503901,4,45,39,1,0,11,2,1,0,11,No
153,2019,4600601,4,46,6,1,1,2,2,1,1,2,No
154,2019,4601001,7,46,10,1,0,6,2,1,0,6,No
155,2019,4605701,5,46,57,1,2,0,2,1,2,0,No
156,2019,4605901,4,46,59,1,1,0,2,1,1,0,No
157,2019,4606001,6,46,60,1,2,0,2,1,2,0,No
158,2019,4608201,3,46,82,1,3,0,1,1,3,0,Si
159,2019,4608201,4,46,82,1,1,9,2,2,1,9,No
160,2019,4608301,3,46,83,1,2,0,2,1,2,0,No
161,2019,4608401,6,46,84,1,0,7,2,1,0,7,No
162,2019,4700201,2,47,2,1,0,6,1,1,0,6,Si
163,2019,4700201,3,47,2,1,0,6,2,2,0,6,No
164,2019,4700301,5,47,3,1,0,6,2,1,0,6,No
165,2019,4703301,3,47,33,1,1,9,2,1,1,9,No
166,2019,4708601,6,47,86,1,3,2,2,1,3,2,No
167,2019,4708901,6,47,89,1,2,0,2,1,2,0,No
168,2019,4710901,5,47,109,1,3,2,2,1,3,2,No
169,2019,4802201,4,48,22,1,0,7,2,1,0,7,No
170,2019,4802501,4,48,25,1,2,9,2,1,2,9,No
171,2019,4802601,4,48,26,1,4,6,2,1,4,6,No
172,2019,4804001,2,48,40,1,0,2,2,1,0,2,No
173,2019,4906501,4,49,65,1,2,0,2,1,2,0,No
174,2019,4906601,5,49,66,1,3,0,2,1,3,0,No
175,2019,4907501,2,49,75,1,2,0,2,1,2,0,No
176,2019,4907801,3,49,78,1,3,0,2,1,3,0,No
177,2019,5005101,3,50,51,1,1,0,2,1,1,0,No
178,2019,5005301,3,50,53,1,3,5,2,1,3,5,No
179,2019,5005401,6,50,54,1,5,2,2,1,5,2,No
180,2019,5005501,4,50,55,1,3,8,2,1,3,8,No
181,2019,5006001,5,50,60,1,3,6,2,1,3,6,No
182,2019,5008201,8,50,82,1,1,1,2,1,1,1,No
183,2019,5008301,4,50,83,1,2,7,2,1,2,7,No
184,2019,5008401,3,50,84,1,1,4,2,1,1,4,No
185,2019,5100701,5,51,7,1,0,2,2,1,0,2,No
186,2019,5103101,3,51,31,1,0,1,2,1,0,1,No
187,2019,5103401,3,51,34,1,0,6,2,1,0,6,No
188,2019,5103501,4,51,35,1,0,4,2,1,0,4,No
189,2019,5106901,3,51,69,1,0,2,2,1,0,2,No
190,2019,5107001,4,51,70,1,3,0,2,1,3,0,No
191,2019,5107101,4,51,71,1,2,0,2,1,2,0,No
192,2019,5107201,3,51,72,1,0,2,2,1,0,2,No
193,2019,5204901,3,52,49,1,0,1,2,1,0,1,No
194,2019,5205001,8,52,50,1,0,3,2,1,0,3,No
195,2019,5210101,5,52,101,1,2,0,2,1,2,0,No
196,2019,5210501,4,52,105,1,1,2,1,1,1,2,Si
197,2019,5210501,5,52,105,1,1,2,2,2,1,2,No
198,2019,5305201,5,53,52,1,4,0,2,1,4,0,No
199,2019,5311401,5,53,114,1,4,3,2,1,4,3,No
200,2019,5401101,2,54,11,1,3,0,2,1,3,0,No
201,2019,5401301,5,54,13,1,1,0,2,1,1,0,No
202,2019,5401401,4,54,14,1,0,1,2,1,0,1,No
203,2019,5405301,3,54,53,1,2,6,2,1,2,6,No
204,2019,5405601,4,54,56,1,1,4,2,1,1,4,No
205,2019,5500601,6,55,6,1,1,8,2,1,1,8,No
206,2019,5504601,4,55,46,1,1,0,2,1,1,0,No
207,2019,5600701,6,56,7,1,4,0,2,1,4,0,No
208,2019,5603301,2,56,33,1,2,0,1,1,2,0,Si
209,2019,5603301,3,56,33,1,1,0,2,2,1,0,No
210,2019,5603801,3,56,38,1,3,10,2,1,3,10,No
211,2019,5604201,2,56,42,1,4,0,2,1,4,0,No
212,2019,5608401,3,56,84,1,3,6,2,1,3,6,No
213,2019,5609101,4,56,91,1,0,10,2,1,0,10,No
214,2019,5609601,5,56,96,1,1,4,1,1,1,4,Si
215,2019,5609601,8,56,96,1,0,3,2,2,0,3,No
216,2019,5610601,6,56,106,1,0,2,2,1,0,2,No
217,2019,5610901,5,56,109,1,0,4,2,1,0,4,No
218,2019,5611201,7,56,112,1,1,0,2,1,1,0,No
219,2019,5702401,3,57,24,1,0,4,2,1,0,4,No
220,2019,5702801,3,57,28,1,0,6,2,1,0,6,No
221,2019,5703201,4,57,32,1,4,0,2,1,4,0,No
222,2019,5703301,5,57,33,1,2,0,2,1,2,0,No
223,2019,5804201,2,58,42,1,0,11,2,1,0,11,No
224,2019,5804301,4,58,43,1,0,3,2,1,0,3,No
225,2019,5804401,6,58,44,1,0,8,2,1,0,8,No
226,2019,5807701,4,58,77,1,0,9,2,1,0,9,No
227,2019,5807801,3,58,78,1,0,11,2,1,0,11,No
228,2019,5808001,2,58,80,1,0,10,2,1,0,10,No
229,2019,5808801,2,58,88,1,0,11,2,1,0,11,No
230,2019,5809101,3,58,91,1,0,6,1,1,0,6,Si
231,2019,5809101,4,58,91,1,3,0,2,2,3,0,No
232,2019,5902201,6,59,22,1,0,6,2,1,0,6,No
233,2019,5902401,5,59,24,1,0,3,2,1,0,3,No
234,2019,6002501,4,60,25,1,1,0,2,1,1,0,No
235,2019,6004201,4,60,42,1,1,3,2,1,1,3,No
236,2019,6004501,4,60,45,1,3,6,2,1,3,6,No
237,2019,6006501,5,60,65,1,2,0,2,1,2,0,No
238,2019,6108501,3,61,85,1,2,0,1,1,2,0,Si
239,2019,6108501,4,61,85,1,2,0,2,2,2,0,No
240,2019,6108601,1,61,86,1,1,0,1,1,1,0,Si
241,2019,6108601,2,61,86,1,1,0,1,2,1,0,Si
242,2019,6108601,5,61,86,1,1,0,2,3,1,0,No
243,2019,7107001,5,71,70,1,1,0,2,1,1,0,No
244,2019,7611001,1,76,110,1,2,0,2,1,2,0,No
245,2019,7611901,3,76,119,1,0,3,2,1,0,3,No
246,2019,7613501,3,76,135,1,2,5,1,1,2,5,Si
247,2019,7613501,4,76,135,1,2,5,2,2,2,5,No
248,2019,7613701,4,76,137,1,11,2,1,1,11,2,Si
249,2019,7613701,5,76,137,1,8,2,1,2,8,2,Si
250,2019,7613701,6,76,137,1,4,2,2,3,4,2,No
251,2019,7906601,4,79,66,1,3,0,2,1,3,0,No
252,2019,8805701,5,88,57,1,0,1,2,1,0,1,No
253,2019,9004301,4,90,43,1,5,0,2,1,5,0,No
254,2019,9013001,5,90,130,1,0,6,2,1,0,6,No
255,2019,9015601,5,90,156,1,3,6,1,1,3,6,Si
256,2019,9015601,6,90,156,1,1,0,2,2,1,0,No
257,2019,9114301,5,91,143,1,0,3,2,1,0,3,No
258,2019,9402001,3,94,20,1,0,8,2,1,0,8,No
259,2019,9404301,3,94,43,1,2,10,2,1,2,10,No
260,2019,9415701,6,94,157,1,1,0,2,1,1,0,No
261,2019,9502501,3,95,25,1,1,0,2,1,1,0,No
262,2019,9504601,4,95,46,1,4,0,2,1,4,0,No
263,2019,9507001,3,95,70,1,3,0,2,1,3,0,No
264,2019,9507201,5,95,72,1,4,0,2,1,4,0,No
265,2019,9509701,2,95,97,1,1,2,2,1,1,2,No
266,2019,9512301,4,95,123,1,1,9,2,1,1,9,No
267,2019,9600301,5,96,3,1,2,0,2,1,2,0,No
268,2019,9600401,3,96,4,1,0,2,2,1,0,2,No
269,2019,9602901,4,96,29,1,4,4,2,1,4,4,No
270,2019,9603201,5,96,32,1,2,3,2,1,2,3,No
271,2019,9700501,3,97,5,1,2,6,2,1,2,6,No
272,2019,9700801,5,97,8,1,2,0,2,1,2,0,No
273,2019,9702801,6,97,28,1,0,6,2,1,0,6,No
274,2019,9703901,4,97,39,1,2,6,2,1,2,6,No
275,2019,9705201,4,97,52,1,0,6,2,1,0,6,No
276,2019,9705301,4,97,53,1,1,6,2,1,1,6,No
277,2019,9705701,3,97,57,1,3,0,1,1,3,0,Si
278,2019,9705701,4,97,57,1,0,5,2,2,0,5,No
279,2019,9705901,4,97,59,1,1,6,2,1,1,6,No
280,2019,9707401,3,97,74,1,2,6,2,1,2,6,No
281,2019,9707501,3,97,75,1,1,4,2,1,1,4,No
282,2019,9801101,4,98,11,1,0,3,2,1,0,3,No
283,2019,9802101,6,98,21,1,1,6,2,1,1,6,No
284,2019,9802201,3,98,22,1,0,9,1,1,0,9,Si
285,2019,9802201,5,98,22,1,0,10,2,2,0,10,No
286,2019,9802301,2,98,23,1,0,11,1,1,0,11,Si
287,2019,9802301,3,98,23,1,3,9,2,2,3,9,No
288,2019,9802901,6,98,29,1,2,0,2,1,2,0,No
289,2019,9803001,3,98,30,1,0,11,2,1,0,11,No
290,2019,9803201,4,98,32,1,4,0,1,1,4,0,Si
291,2019,9803201,5,98,32,1,3,0,2,2,3,0,No
292,2019,9904401,3,99,44,1,4,0,2,1,4,0,No
293,2019,9907101,5,99,71,1,4,0,2,1,4,0,No
294,2019,9913801,4,99,138,1,1,0,2,1,1,0,No
295,2019,10002501,3,100,25,1,0,1,2,1,0,1,No
296,2019,10002601,4,100,26,1,2,0,2,1,2,0,No
297,2019,10002801,4,100,28,1,1,9,2,1,1,9,No
298,2019,10009501,7,100,95,1,0,2,2,1,0,2,No
299,2019,10009701,6,100,97,1,5,7,1,1,5,7,Si
300,2019,10009701,7,100,97,1,3,10,2,2,3,10,No
301,2019,10011501,3,100,115,1,4,0,2,1,4,0,No
302,2019,10011601,5,100,116,1,1,9,2,1,1,9,No
303,2019,10011701,3,100,117,1,1,5,2,1,1,5,No
304,2019,10011801,3,100,118,1,4,0,2,1,4,0,No
305,2019,10011901,4,100,119,1,3,0,2,1,3,0,No
306,2019,10101701,4,101,17,1,1,0,2,1,1,0,No
307,2019,10103801,7,101,38,1,0,9,2,1,0,9,No
308,2019,10104801,3,101,48,1,4,0,2,1,4,0,No
309,2019,10200301,3,102,3,1,5,2,1,1,5,2,Si
310,2019,10200301,4,102,3,1,3,2,2,2,3,2,No
311,2019,10200401,6,102,4,1,1,0,2,1,1,0,No
312,2019,10200601,2,102,6,1,1,2,2,1,1,2,No
313,2019,10202201,4,102,22,1,0,10,2,1,0,10,No
314,2019,10202301,5,102,23,1,3,0,2,1,3,0,No
315,2019,10202401,3,102,24,1,0,11,2,1,0,11,No
316,2019,10304001,3,103,40,1,0,5,2,1,0,5,No
317,2019,10304101,3,103,41,1,2,0,2,1,2,0,No
318,2019,10304301,4,103,43,1,1,0,2,1,1,0,No
319,2019,10304401,5,103,44,1,2,0,2,1,2,0,No
320,2019,10304601,5,103,46,1,3,0,2,1,3,0,No
321,2019,10304701,2,103,47,1,1,0,2,1,1,0,No
322,2019,10304801,3,103,48,1,1,0,2,1,1,0,No
323,2019,10306001,6,103,60,1,0,4,1,1,0,4,Si
324,2019,10306001,7,103,60,1,0,4,2,2,0,4,No
325,2019,10401601,4,104,16,1,0,5,2,1,0,5,No
326,2019,10406601,4,104,66,1,0,1,2,1,0,1,No
327,2019,10407201,4,104,72,1,0,3,2,1,0,3,No
328,2019,10503101,3,105,31,1,0,1,1,1,0,1,Si
329,2019,10503101,4,105,31,1,0,1,2,2,0,1,No
330,2019,10503201,3,105,32,1,0,8,2,1,0,8,No
331,2019,10503301,6,105,33,1,0,2,2,1,0,2,No
332,2019,10507101,4,105,71,1,5,0,2,1,5,0,No
333,2019,10507201,2,105,72,1,0,5,2,1,0,5,No
334,2019,10507301,3,105,73,1,5,0,2,1,5,0,No
335,2019,10507501,3,105,75,1,3,0,1,1,3,0,Si
336,2019,10507501,4,105,75,1,1,6,2,2,1,6,No
337,2019,10507601,3,105,76,1,1,0,2,1,1,0,No
338,2019,10507701,3,105,77,1,6,0,1,1,6,0,Si
339,2019,10507701,4,105,77,1,3,0,1,2,3,0,Si
340,2019,10507701,5,105,77,1,1,4,2,3,1,4,No
341,2019,10507901,3,105,79,1,2,0,2,1,2,0,No
342,2019,10507902,2,105,79,2,4,0,1,1,4,0,Si
343,2019,10507902,3,105,79,2,1,11,2,2,1,11,No
344,2019,10600601,4,106,6,1,3,0,2,1,3,0,No
345,2019,10602301,3,106,23,1,2,0,2,1,2,0,No
346,2019,10606401,3,106,64,1,1,0,2,1,1,0,No
347,2019,10606501,4,106,65,1,0,6,2,1,0,6,No
348,2019,10708201,4,107,82,1,2,0,2,1,2,0,No
349,2019,10901301,4,109,13,1,2,0,2,1,2,0,No
350,2019,10904101,4,109,41,1,1,0,2,1,1,0,No
351,2019,10904401,3,109,44,1,2,0,2,1,2,0,No
352,2019,10907501,4,109,75,1,1,11,2,1,1,11,No
353,2019,10908001,2,109,80,1,0,4,2,1,0,4,No
354,2019,11000601,4,110,6,1,3,0,1,1,3,0,Si
355,2019,11000601,5,110,6,1,0,3,2,2,0,3,No
356,2019,11001201,6,110,12,1,1,0,2,1,1,0,No
357,2019,11001301,7,110,13,1,1,0,2,1,1,0,No
358,2019,11001401,3,110,14,1,4,0,2,1,4,0,No
359,2019,11001801,3,110,18,1,2,0,2,1,2,0,No
360,2019,11002501,5,110,25,1,1,0,2,1,1,0,No
361,2019,11003201,6,110,32,1,1,0,2,1,1,0,No
362,2019,11003701,5,110,37,1,4,0,2,1,4,0,No
363,2019,11004901,4,110,49,1,4,0,1,1,4,0,Si
364,2019,11004901,5,110,49,1,1,0,2,2,1,0,No
365,2019,11009501,3,110,95,1,2,0,1,1,2,0,Si
366,2019,11009501,4,110,95,1,2,0,2,2,2,0,No
367,2019,11102401,5,111,24,1,2,0,2,1,2,0,No
368,2019,11104601,5,111,46,1,4,0,2,1,4,0,No
369,2019,11104701,5,111,47,1,1,0,2,1,1,0,No
370,2019,11105101,3,111,51,1,3,0,2,1,3,0,No
371,2019,11106101,4,111,61,1,2,8,2,1,2,8,No
372,2019,11202701,4,112,27,1,5,0,2,1,5,0,No
373,2019,11202801,4,112,28,1,0,10,1,1,0,10,Si
374,2019,11202801,6,112,28,1,0,9,2,2,0,9,No
375,2019,11209401,3,112,94,1,0,2,2,1,0,2,No
376,2019,11209501,3,112,95,1,1,4,2,1,1,4,No
377,2019,11209701,8,112,97,1,1,6,2,1,1,6,No
378,2019,11209801,3,112,98,1,1,3,2,1,1,3,No
379,2019,11210801,5,112,108,1,3,6,2,1,3,6,No
380,2019,11210901,4,112,109,1,0,10,1,1,0,10,Si
381,2019,11210901,6,112,109,1,1,8,2,2,1,8,No
382,2019,11211001,4,112,110,1,1,0,2,1,1,0,No
383,2019,11301601,5,113,16,1,0,3,2,1,0,3,No
384,2019,11304201,2,113,42,1,0,4,1,1,0,4,Si
385,2019,11304201,3,113,42,1,0,4,2,2,0,4,No
386,2019,11304301,5,113,43,1,2,0,2,1,2,0,No
387,2019,11401101,3,114,11,1,3,0,2,1,3,0,No
388,2019,11401301,4,114,13,1,5,0,2,1,5,0,No
389,2019,11403101,4,114,31,1,4,6,1,1,4,6,Si
390,2019,11403101,5,114,31,1,2,0,2,2,2,0,No
391,2019,11406101,4,114,61,1,2,0,2,1,2,0,No
392,2019,11500101,5,115,1,1,1,0,1,1,1,0,Si
393,2019,11500101,6,115,1,1,0,4,2,2,0,4,No
394,2019,11501901,4,115,19,1,0,8,2,1,0,8,No
395,2019,11502301,3,115,23,1,1,5,2,1,1,5,No
396,2019,11503101,5,115,31,1,0,10,2,1,0,10,No
397,2019,11503401,4,115,34,1,2,0,1,1,2,0,Si
398,2019,11503401,5,115,34,1,1,0,2,2,1,0,No
399,2019,11505701,3,115,57,1,4,0,1,1,4,0,Si
400,2019,11505701,4,115,57,1,2,0,2,2,2,0,No
401,2019,11506301,5,115,63,1,0,11,2,1,0,11,No
402,2019,11507701,2,115,77,1,13,0,1,1,13,0,Si
403,2019,11507701,5,115,77,1,3,0,2,2,3,0,No
404,2019,11602701,2,116,27,1,2,0,1,1,2,0,Si
405,2019,11602701,6,116,27,1,2,0,2,2,2,0,No
406,2019,11810701,3,118,107,1,2,0,2,1,2,0,No
407,2019,11907401,3,119,74,1,0,1,2,1,0,1,No
408,2019,12310901,4,123,109,1,2,0,2,1,2,0,No
409,2019,12317601,5,123,176,1,1,0,2,1,1,0,No
410,2019,12411801,7,124,118,1,4,0,1,1,4,0,Si
411,2019,12411801,8,124,118,1,1,0,2,2,1,0,No
412,2019,12507201,4,125,72,1,1,6,2,1,1,6,No
413,2019,12509601,4,125,96,1,2,0,2,1,2,0,No
414,2019,12704601,4,127,46,1,2,0,2,1,2,0,No
415,2019,12810201,4,128,102,1,0,10,2,1,0,10,No
416,2019,13100101,4,131,1,1,3,0,2,1,3,0,No
417,2019,13101101,2,131,11,1,5,0,2,1,5,0,No
418,2019,13102401,2,131,24,1,6,0,2,1,6,0,No
419,2019,13102501,1,131,25,1,0,1,2,1,0,1,No
420,2019,13102601,6,131,26,1,3,0,2,1,3,0,No
421,2019,13105501,2,131,55,1,7,6,2,1,7,6,No
422,2019,13202601,2,132,26,1,0,1,1,1,0,1,Si
423,2019,13202601,3,132,26,1,0,1,2,2,0,1,No
424,2019,13205301,3,132,53,1,0,1,2,1,0,1,No
