Nº,VARIABLE,DESCRIPCIÓN DE LAS VARIABLES,TIPO DE CARÁCTER,LONGITUD,RANGO DE VARIACIÓN,VALORES,DESCRIPCIÓN DE LAS ALTERNATIVAS,OBS
49,QS25C2,"Alguna dificultad para oír, aún usando audífonos",N,1,01:02,2,No,
50,QS25C3,"Alguna dificultad para hablar o comunicarse, aún usando la lengua de señas u otro",N,1,01:02,1,Si,
50,QS25C3,"Alguna dificultad para hablar o comunicarse, aún usando la lengua de señas u otro",N,1,01:02,2,No,
51,QS25C4,Alguna dificultad para mover o caminar para usar brazos y/o piernas,N,1,01:02,1,Si,
51,QS25C4,Alguna dificultad para mover o caminar para usar brazos y/o piernas,N,1,01:02,2,No,
52,QS25C5,Alguna dificultad para entender o aprender (concentrarse y recordarse),N,1,01:02,1,Si,
52,QS25C5,Alguna dificultad para entender o aprender (concentrarse y recordarse),N,1,01:02,2,No,
53,QS25C6,"Alguna dificultad para relacionarse con los demás, por sus pensamientos, sentimientos, emociones o
conductas",N,1,01:02,1,Si,
53,QS25C6,"Alguna dificultad para relacionarse con los demás, por sus pensamientos, sentimientos, emociones o
conductas",N,1,01:02,2,No,
54,QS26,Tiene seguro de salud,N,1,01:02,1,Si,
54,QS26,Tiene seguro de salud,N,1,01:02,2,No,
55,QS27,Institucion a que corresponde el seguro que tiene,AN,6,"A:Z, 0:9",,,
56,QS28,Conoce o ha oído hablar de la tuberculosis o TBC,N,1,01:02,1,Si,
56,QS28,Conoce o ha oído hablar de la tuberculosis o TBC,N,1,01:02,2,No,
57,QS29A,Ha oído hablar de la infección por VIH,N,1,01:02,1,Si,
57,QS29A,Ha oído hablar de la infección por VIH,N,1,01:02,2,No,
58,QS29B,Ha oído hablar de la enfermedad llamada SIDA,N,1,01:02,1,Si,
58,QS29B,Ha oído hablar de la enfermedad llamada SIDA,N,1,01:02,2,No,
59,QS100,Algun profesional le ha medido la Presión Arterial,N,1,01:02,1,Si,
59,QS100,Algun profesional le ha medido la Presión Arterial,N,1,01:02,2,No,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",10,Hospital MINSA,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",11,Hospital ESSALUD,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",12,Hospital FFAA Y PNP,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",13,Hospital/Otro Municipal,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",14,Centro/Puesto del MINSA,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",15,Policlinico/Posta de ESSALUD/UBAP,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",20,Clínica/Consultorio Particular,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",30,Clínica/Posta de ONG,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",31,Hospital/Otra de Iglesia,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",40,Campaña del MINSA,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",41,Campaña de ESSALUD,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",42,Otras Campañas,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",96,Otro,
60,QS101,Donde le midieron la Presión Arterial,N,2,"10:15, 20, 30:31, 40:42, 96, 98",98,No sabe/No recuerda,
61,QS102,Le diagnosticaron Hipertensión Arterial o Presión Alta,N,1,"1:2, 8",1,Si,
61,QS102,Le diagnosticaron Hipertensión Arterial o Presión Alta,N,1,"1:2, 8",2,No,
61,QS102,Le diagnosticaron Hipertensión Arterial o Presión Alta,N,1,"1:2, 8",8,No sabe/No recuerda,
62,QS103U,Unidad de tiempo que le diagnosticaron hipertensión arterial o presión alta,N,1,"1:2, 8",1,Meses ( < de 2 años),
62,QS103U,Unidad de tiempo que le diagnosticaron hipertensión arterial o presión alta,N,1,"1:2, 8",2,Años (de 2 ó más años),
62,QS103U,Unidad de tiempo que le diagnosticaron hipertensión arterial o presión alta,N,1,"1:2, 8",8,No sabe/No recuerda,
63,QS103C,Años/meses que diagnosticaron hipertensión arterial o presión arterial alta,N,2,,,,
64,QS104,Compraron medicamentos para controlar su Presión Alta,N,1,"1:2, 8",1,Si,
64,QS104,Compraron medicamentos para controlar su Presión Alta,N,1,"1:2, 8",2,No,
64,QS104,Compraron medicamentos para controlar su Presión Alta,N,1,"1:2, 8",8,No sabe/ no recuerda,
65,QS105,Compro con/sin receta médica,N,1,"1:2, 8",1,Con receta médica,
65,QS105,Compro con/sin receta médica,N,1,"1:2, 8",2,Sin receta médica,
65,QS105,Compro con/sin receta médica,N,1,"1:2, 8",8,No sabe/ no recuerda,
66,QS106,Tomo medicamentos tal cual indico le indico el médico,N,1,"1:2, 8",1,Si,
66,QS106,Tomo medicamentos tal cual indico le indico el médico,N,1,"1:2, 8",2,No,
66,QS106,Tomo medicamentos tal cual indico le indico el médico,N,1,"1:2, 8",8,No sabe/ no recuerda,
67,QS107,Le midieron el azúcar o glucosa en la sangre,N,1,"1:2, 8",1,Si,
67,QS107,Le midieron el azúcar o glucosa en la sangre,N,1,"1:2, 8",2,No,
67,QS107,Le midieron el azúcar o glucosa en la sangre,N,1,"1:2, 8",8,No sabe/ no recuerda,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",10,Hospital MINSA,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",11,Hospital ESSALUD,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",12,Hospital FFAA Y PNP,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",13,Hospital / Otro Municipal,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",14,Centro/Puesto del MINSA,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",15,Policlinico/Posta de ESSALUD/UBAP,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",20,Clínica/Consultorio Particular,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",30,Clínica / Posta de ONG,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",31,Hospital / Otra de Iglesia,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",40,Campaña del MINSA,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",41,Campaña de ESSALUD,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",42,Otras Campañas,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",96,Otro,
68,QS108,"Donde le midieron el azúcar o glucosa en la sangre, última vez",N,2,"10:15, 20, 30:31, 40:42, 96, 98",98,No sabe/No recuerda,
69,QS109,Le diagnosticaron diabetes o azúcar alta,N,1,"1:2, 8",1,Si,
69,QS109,Le diagnosticaron diabetes o azúcar alta,N,1,"1:2, 8",2,No,
69,QS109,Le diagnosticaron diabetes o azúcar alta,N,1,"1:2, 8",8,No sabe/ no recuerda,
70,QS110U,Unidad de tiempo en que le diagnosticaron Diabetes o azúcar alta,N,1,"1:2, 8",1,Meses ( < de 2 años),
70,QS110U,Unidad de tiempo en que le diagnosticaron Diabetes o azúcar alta,N,1,"1:2, 8",2,Años (de 2 ó más años),
70,QS110U,Unidad de tiempo en que le diagnosticaron Diabetes o azúcar alta,N,1,"1:2, 8",8,No sabe/No recuerda,
71,QS110C,Años/meses diagnosticaron Diabetes o azúcar alta,N,2,,,,
72,QS111,Ha comprado medicamentos para controlar la diabetes o azúcar alta,N,1,"1:2, 8",1,Si,
72,QS111,Ha comprado medicamentos para controlar la diabetes o azúcar alta,N,1,"1:2, 8",2,No,
72,QS111,Ha comprado medicamentos para controlar la diabetes o azúcar alta,N,1,"1:2, 8",8,No sabe/ no recuerda,
73,QS112,Compro con/sin receta médica,N,1,"1:2, 8",1,Con receta médica,
73,QS112,Compro con/sin receta médica,N,1,"1:2, 8",2,Sin receta médica,
73,QS112,Compro con/sin receta médica,N,1,"1:2, 8",8,No sabe/ no recuerda,
74,QS113,Tomó los medicamentos tal cual le indicó el médico,N,1,"1:2, 8",1,Si,
74,QS113,Tomó los medicamentos tal cual le indicó el médico,N,1,"1:2, 8",2,No,
74,QS113,Tomó los medicamentos tal cual le indicó el médico,N,1,"1:2, 8",8,No sabe/ no recuerda,
75,QS200,En los  últimos 12 meses ha fumado cigarrillos,N,1,"1:2, 8",1,Si,
75,QS200,En los  últimos 12 meses ha fumado cigarrillos,N,1,"1:2, 8",2,No,
75,QS200,En los  últimos 12 meses ha fumado cigarrillos,N,1,"1:2, 8",8,No sabe/ no recuerda,
76,QS201,En los últimos 30 días ha fumado cigarrillos,N,1,"1:2, 8",1,Si,
76,QS201,En los últimos 30 días ha fumado cigarrillos,N,1,"1:2, 8",2,No,
76,QS201,En los últimos 30 días ha fumado cigarrillos,N,1,"1:2, 8",8,No sabe/ no recuerda,
77,QS202,Fuma diariamente,N,1,01:02,1,Si,
77,QS202,Fuma diariamente,N,1,01:02,2,No,
78,QS203U,Edad que empezó a fumar diariamente - Unidad,N,1,"1, 8",1,Edad en años,
78,QS203U,Edad que empezó a fumar diariamente - Unidad,N,1,"1, 8",8,No sabe/ no recuerda,
79,QS203C,Edad que empezó a fumar diariamente,N,2,0.276388889,,,
80,QS204U,Hace que años empezó a fumar diariamente - Unidad,N,1,"1, 8",1,Número de años,
80,QS204U,Hace que años empezó a fumar diariamente - Unidad,N,1,"1, 8",8,No sabe/ no recuerda,
81,QS204C,Cantidad años,N,2,,,,
82,QS205U,Cuántos cigarrillos fuma a diario - Unidad,N,1,"1, 8",1,Número de cegarillos,
82,QS205U,Cuántos cigarrillos fuma a diario - Unidad,N,1,"1, 8",8,No sabe/ no recuerda,
83,QS205C,Cantidad de cigarrillos,N,2,,,,
84,QS206,Ha consumido alguna vez bebidas alcohólicas,N,1,"1:2, 8",1,Si,
84,QS206,Ha consumido alguna vez bebidas alcohólicas,N,1,"1:2, 8",2,No,
84,QS206,Ha consumido alguna vez bebidas alcohólicas,N,1,"1:2, 8",8,No sabe/ no recuerda,
85,QS207U,Unidad Edad primera vez que tomo bebidas alcohólicas,N,1,"1, 8",1,Edad en años,
85,QS207U,Unidad Edad primera vez que tomo bebidas alcohólicas,N,1,"1, 8",8,No sabe/ no recuerda,
86,QS207C,Cantidad  Edad primera vez que tomo bebidas alcohólicas,N,2,,,,
87,QS208,En los últimos 12 meses ha consumido alguna bebida alcohólica,N,1,"1:2, 8",1,Si,
87,QS208,En los últimos 12 meses ha consumido alguna bebida alcohólica,N,1,"1:2, 8",2,No,
87,QS208,En los últimos 12 meses ha consumido alguna bebida alcohólica,N,1,"1:2, 8",8,No sabe/ no recuerda,
88,QS209,"En los últimos 12 meses, tomó bebidas alcohólicas 12 o más días",N,1,"1:2, 8",1,Si,
88,QS209,"En los últimos 12 meses, tomó bebidas alcohólicas 12 o más días",N,1,"1:2, 8",2,No,
88,QS209,"En los últimos 12 meses, tomó bebidas alcohólicas 12 o más días",N,1,"1:2, 8",8,No sabe/ no recuerda,
89,QS210,En los últimos 30 días ha consumido bebidas alcohólicas,N,1,"1:2, 8",1,Si,
89,QS210,En los últimos 30 días ha consumido bebidas alcohólicas,N,1,"1:2, 8",2,No,
89,QS210,En los últimos 30 días ha consumido bebidas alcohólicas,N,1,"1:2, 8",8,No sabe/ no recuerda,
90,QS211U,Unidad Veces que tomo,N,1,"1, 8",1,Número de veces,
90,QS211U,Unidad Veces que tomo,N,1,"1, 8",8,No sabe/ no recuerda,
91,QS211C,Cantidad Veces que tomo,N,2,,,,
92,QS212T,Tomó bebidas,AN,8,A:Z,,,
93,QS212A,Tomó cerveza,N,1,01:02,1,Si,
93,QS212A,Tomó cerveza,N,1,01:02,2,No,
94,QS212AV,Fueron Vasos/copas,N,2,,,,
95,QS212AB,Fueron botellas,N,2,,,,
96,QS212B,Tomó Vino/cachina,N,1,01:02,1,Si,
96,QS212B,Tomó Vino/cachina,N,1,01:02,2,No,
97,QS212BV,Fueron vasos/copas,N,2,,,,
98,QS212BB,Fueron botellas,N,2,,,,
99,QS212C,Tomó chicha de jora fermentada,N,1,01:02,1,Si,
99,QS212C,Tomó chicha de jora fermentada,N,1,01:02,2,No,
100,QS212CV,Fueron vasos/copas,N,2,,,,
101,QS212CB,Fueron botellas,N,2,,,,
102,QS212D,Tomó masato fermentado,N,1,01:02,1,Si,
102,QS212D,Tomó masato fermentado,N,1,01:02,2,No,
103,QS212DV,Fueron vasos/copas,N,2,,,,
104,QS212DB,Fueron botellas,N,2,,,,
105,QS212E,Tomó Yonque/cañazo,N,1,01:02,1,Si,
105,QS212E,Tomó Yonque/cañazo,N,1,01:02,2,No,
106,QS212EV,Fueron vasos/copas,N,2,,,,
107,QS212EB,Fueron botellas,N,2,,,,
108,QS212F,Tomó Anisado,N,1,01:02,1,Si,
108,QS212F,Tomó Anisado,N,1,01:02,2,No,
109,QS212FV,Fueron vasos/copas,N,2,,,,
110,QS212FB,Fueron botellas,N,2,,,,
111,QS212G,Tomó Whisky/pisco /ron,N,1,01:02,1,Si,
111,QS212G,Tomó Whisky/pisco /ron,N,1,01:02,2,No,
112,QS212GV,Fueron vasos/copas,N,2,,,,
113,QS212GB,Fueron botellas,N,2,,,,
114,QS212O,Tomó otro,N,1,01:02,1,Si,
114,QS212O,Tomó otro,N,1,01:02,2,No,
115,QS212X,Tomó otro - especifique,AN,30,"A:Z, 0:9",,,
116,QS212XV,Fueron vasos/copas,N,2,,,,
117,QS212XB,Fueron botellas,N,2,,,,
118,QS212Z,No sabe/no recuerda,N,1,00:01,0,No sabe/No recuerda,
118,QS212Z,No sabe/no recuerda,N,1,00:01,1,Si sabe o recuerda,
119,QS213U,Cuántos días consumió frutas - Unidad,N,1,,1,Número de días,
119,QS213U,Cuántos días consumió frutas - Unidad,N,1,,3,No comió,
119,QS213U,Cuántos días consumió frutas - Unidad,N,1,,8,No sabe/No recuerda,
120,QS213C,Cantidad de días que consumió frutas,N,1,,,,
121,QS214U,Cuántas tajadas o racimos de fruta comió - Unicad,N,1,"1, 8",1,Número Unidades/tajadas/racimos,
121,QS214U,Cuántas tajadas o racimos de fruta comió - Unicad,N,1,"1, 8",8,No sabe/No recuerda,
122,QS214C,Cantidad de tajadas o racimos de fruta que comió,N,3,,,,
123,QS215U,Cuántos días tomó jugo de frutas - Unidad,N,1,"1, 3, 8",1,Número de días,
123,QS215U,Cuántos días tomó jugo de frutas - Unidad,N,1,"1, 3, 8",3,No tomó,
123,QS215U,Cuántos días tomó jugo de frutas - Unidad,N,1,"1, 3, 8",8,No sabe/No recuerda,
124,QS215C,Cantidad de días tomó jugo de frutas,N,1,,,,
125,QS216U,Cuántos vasos de jugo tomo - Unidad,N,1,"1, 8",1,Número de vasos de jugo,
125,QS216U,Cuántos vasos de jugo tomo - Unidad,N,1,"1, 8",8,No sabe/No recuerda,
126,QS216C,Cantidad de vasos de jugo que tomo,N,3,,,,
127,QS217U,Cuántos días comió ensalada frutas - Unidad,N,1,"1, 3, 8",1,Número de días,
127,QS217U,Cuántos días comió ensalada frutas - Unidad,N,1,"1, 3, 8",3,No comió,
127,QS217U,Cuántos días comió ensalada frutas - Unidad,N,1,"1, 3, 8",8,No sabe/No recuerda,
128,QS217C,Cantidad de días ensalada frutas,N,1,,,,
129,QS218U,Cuántas porciones de ensalada de frutas comió - Unidad,N,1,"1, 8",1,Número de porciones ensalada,
129,QS218U,Cuántas porciones de ensalada de frutas comió - Unidad,N,1,"1, 8",8,No sabe/No recuerda,
130,QS218C,Cantidad porciones ensalada frutas,N,3,,,,
131,QS219U,Cuántos días comió ensalada de verduras - Unidad,N,1,"1, 3, 8",1,Número de días,
131,QS219U,Cuántos días comió ensalada de verduras - Unidad,N,1,"1, 3, 8",3,No comió,
131,QS219U,Cuántos días comió ensalada de verduras - Unidad,N,1,"1, 3, 8",8,No sabe/No recuerda,
132,QS219C,Días que comió ensalada de verduras,N,1,,,,
133,QS220U,Cuántas porciones ensalada verduras comió - Unidad,N,1,"1:2, 8",1,Número de porciones,
133,QS220U,Cuántas porciones ensalada verduras comió - Unidad,N,1,"1:2, 8",2,Número de cucharadas,
133,QS220U,Cuántas porciones ensalada verduras comió - Unidad,N,1,"1:2, 8",8,No sabe/No recuerda,
134,QS220CV,Cantidad porciones ensalada verduras,N,3,,,,
135,QS220CC,Cantidad cucharadas,N,1,,,,
136,QS301,Alguna vez un médico/personal de salud le ha evaluado o medido la vista,N,1,"1:2, 8",1,Si,
136,QS301,Alguna vez un médico/personal de salud le ha evaluado o medido la vista,N,1,"1:2, 8",2,No,
136,QS301,Alguna vez un médico/personal de salud le ha evaluado o medido la vista,N,1,"1:2, 8",8,No sabe/No recuerda,
137,QS302U,Hace cuánto tiempo que le evaluaron - Unidad,N,1,"1:2, 8",1,Meses (si es < de 2 años),
137,QS302U,Hace cuánto tiempo que le evaluaron - Unidad,N,1,"1:2, 8",2,Años (si es de 2 o más años),
137,QS302U,Hace cuánto tiempo que le evaluaron - Unidad,N,1,"1:2, 8",8,No sabe/No recuerda,
138,QS302C,Hace cuánto tiempo que le evaluaron - cantidad,N,2,,,,
139,QS303,Lugar donde la evaluaron,N,2,"10:15, 20:21, 30:31, 40:42, 96, 98",10,Hospital MINSA,
139,QS303,Lugar donde la evaluaron,N,2,"10:15, 20:21, 30:31, 40:42, 96, 98",11,Hospital ESSALUD,
139,QS303,Lugar donde la evaluaron,N,2,"10:15, 20:21, 30:31, 40:42, 96, 98",12,Hospital FFAA Y PNP,
139,QS303,Lugar donde la evaluaron,N,2,"10:15, 20:21, 30:31, 40:42, 96, 98",13,Hospital / Otro Municipal,
139,QS303,Lugar donde la evaluaron,N,2,"10:15, 20:21, 30:31, 40:42, 96, 98",14,Centro/Puesto del MINSA,
139,QS303,Lugar donde la evaluaron,N,2,"10:15, 20:21, 30:31, 40:42, 96, 98",15,Policlinico /Posta de ESSALUD/UBAP,
